#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="rootPrior.location" spec="beast.math.distributions.MultivariateNormalDistribution">
#            <parameter dimension="2" id="RealParameter.02" name="mean">2.8 4.5</parameter>
#            <parameter dimension="4" id="RealParameter.03" minordimension="2" name="precision">0.001 0.0 0.0 0.001</parameter>
#            <arg id="rootTrait.location" spec="beast.evolution.tree.RootTrait">
#                <traitmap id="ttm" randomizelower="-90 -180" randomizeupper="90 180" spec="beast.app.seqgen.SimulatedTreeTraitMapPhyml" traitName="location">
#                    <tree IsLabelledNewick="true" id="tree" newick="(yilag:0.01000000,((fmimu:0.00022469,aiwdh:0.00022469):0.00065035,(eodys:0.00054818,lirbr:0.00054818):0.00032686):0.00912496)" spec="beast.util.TreeParser">
#                        <taxonset spec="beast.evolution.alignment.TaxonSet">
#                            <taxon id="yilag" spec="beast.evolution.alignment.Taxon"/>
#                            <taxon id="fmimu" spec="beast.evolution.alignment.Taxon"/>
#                            <taxon id="aiwdh" spec="beast.evolution.alignment.Taxon"/>
#                            <taxon id="eodys" spec="beast.evolution.alignment.Taxon"/>
#                            <taxon id="lirbr" spec="beast.evolution.alignment.Taxon"/>
#                        </taxonset>
#                    </tree>
#                    <parameter dimension="18" id="location.location" minordimension="2">0.0</parameter>
#                    lirbr=3.375182 6.679017, 
#eodys=3.743403 5.378317, 
#yilag=6.616761 7.899907, 
#fmimu=7.001854 0.152245, 
#aiwdh=8.774219 8.292177
#                </traitmap>
#            </arg>
#        </distribution>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution">
#        <distribution id="locationtreeLikelihood.location" reciprocalRates="true" scaleByTime="true" spec="beast.continuous.SampledMultivariateTraitLikelihood" traitParameter="@location.location" tree="@tree" useTreeLength="true">
#            <data id="location" spec="beast.evolution.alignment.AlignmentFromTraitMap" traitMap="@ttm">
#                <userDataType id="LocationDataType.0" spec="beast.evolution.datatype.LocationDataType"/>
#            </data>
#            <siteModel id="geoContSiteModel.s:location" spec="beast.evolution.sitemodel.SiteModel">
#                <substModel id="diffusionModel.s:location" spec="beast.continuous.MultivariateDiffusionModel">
#                    <parameter dimension="4" id="precisionMatrix.s:location" minordimension="2" name="precisionMatrix">0.25 0.0 0.0 0.25</parameter>
#                </substModel>
#            </siteModel>
#            <branchRateModel id="ExponentialRelaxedClock.c:location" spec="beast.evolution.branchratemodel.UCRelaxedClockModel" tree="@tree">
#                <distr id="Exponential.c:location" spec="beast.math.distributions.Exponential">
#                    <parameter id="UCExpLambda.c:location" name="mean">1.0</parameter>
#                </distr>
#                <rateCategories dimension="8" id="expRateCategories.c:location" spec="beast.core.parameter.IntegerParameter">1</rateCategories>
#                <parameter id="ucedMean.c:location" name="clock.rate">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	location.1	location.2	location.3	location.4	location.5	location.6	location.7	location.8	location.9	location.10	location.11	location.12	location.13	location.14	location.15	location.16	location.17	location.18	locationtreeLikelihood.joint	locationtreeLikelihood.data	precisionMatrix.1	precisionMatrix.2	precisionMatrix.3	precisionMatrix.4	rateStat.mean	rateStat.variance	rateStat.coefficientOfVariation	rootTrait.0	rootTrait.1	ucedMean	
400000	-39.93455668015426	-31.183495307061197	6.616761	7.899907	7.001854	0.152245	8.774219	8.292177	3.743403	5.378317	3.375182	6.679017	6.791148457330575	7.594947192958041	4.21331380765989	5.622496858483958	4.167030850855999	5.5840612300102475	4.300224362996474	7.433834055264284	-31.183495307061197	-20.384659200591162	1.1926899293123217	-0.5287001223439792	-0.5287001223439792	1.8716641251346775	0.011305977417414195	6.301353582371836E-5	0.6466751138103182	4.300224362996474	7.433834055264284	0.013678969011957386	
420000	-41.62627209148282	-32.860952939026745	6.616761	7.899907	7.001854	0.152245	8.774219	8.292177	3.743403	5.378317	3.375182	6.679017	6.8543833587956975	7.782675082100649	4.3723211376693145	4.956176832364591	4.983015157191517	4.913977015128359	8.263683557181357	1.4142624680369045	-32.860952939026745	-19.896053041557774	0.09160340384605678	0.05495073439240293	0.05495073439240293	0.14851567424674242	0.4745059725525132	0.08444747265763004	1.3060015542253547	8.263683557181357	1.4142624680369045	0.29543731837224824	
440000	-35.13678885953182	-26.38644560640722	6.616761	7.899907	7.001854	0.152245	8.774219	8.292177	3.743403	5.378317	3.375182	6.679017	6.653229694339458	8.055438067389451	4.143501970501995	4.554516905471064	3.8512492880833458	6.094854520979744	3.8601542244777782	7.380605576359117	-26.38644560640722	-14.079386424966302	0.19646335511975413	0.12663386451066327	0.12663386451066327	0.38748833178792724	0.47951116410212663	0.06821638943598661	1.1977341511381654	3.8601542244777782	7.380605576359117	0.2648683705844303	
460000	-45.13217334362484	-36.376271689461106	6.616761	7.899907	7.001854	0.152245	8.774219	8.292177	3.743403	5.378317	3.375182	6.679017	6.003895854335306	5.060008841661004	3.8801116711839767	6.193698018974318	5.0297531912191875	6.294018351936583	4.71143686350058	8.609139406415753	-36.376271689461106	-25.472365876055456	2.1289234766019667	0.2682176524742084	0.2682176524742084	0.8852750474588998	0.028678938334846606	2.593114328993523E-4	0.7468228561898146	4.71143686350058	8.609139406415753	0.01769634970969874	
480000	-39.26204029585579	-30.511967509857257	6.616761	7.899907	7.001854	0.152245	8.774219	8.292177	3.743403	5.378317	3.375182	6.679017	5.52772974683984	6.865343544152834	3.4152641194765576	5.874697987383814	3.9725823423887063	5.808413138703144	5.647954830198505	5.377516096290684	-30.511967509857257	-21.640305882028784	2.216761312759325	-0.8506841999319059	-0.8506841999319059	1.4085912010398327	0.027774627496685696	1.6014461048188477E-4	0.7736449562845166	5.647954830198505	5.377516096290684	0.013663977300551433	
500000	-45.67074347039288	-36.911647032501335	6.616761	7.899907	7.001854	0.152245	8.774219	8.292177	3.743403	5.378317	3.375182	6.679017	7.393833221083365	7.433570134181073	5.135703973883248	5.6435609500386	9.734101003999267	3.4709623680988826	2.2018740121697666	9.654651326986162	-36.911647032501335	-20.221974170502257	0.5085281977639714	0.2582811954427445	0.2582811954427445	0.301545244150503	0.04333775474020457	6.485351760974551E-4	1.1171556369593008	2.2018740121697666	9.654651326986162	0.027413206237988763	
520000	-39.105100305653494	-30.345264106252056	6.616761	7.899907	7.001854	0.152245	8.774219	8.292177	3.743403	5.378317	3.375182	6.679017	7.281692128421632	7.633515791027104	6.177425949219591	4.17858929317248	6.540008080112865	4.564398900141453	6.739478542517264	8.090016271961614	-30.345264106252056	-19.591437746280146	0.3698514274445432	-0.2046350153786454	-0.2046350153786454	0.8589632999604971	0.08672046710785745	0.004026187470414777	1.0759860364413052	6.739478542517264	8.090016271961614	0.1089150656895577	
540000	-45.75139993620436	-36.960510394581874	6.616761	7.899907	7.001854	0.152245	8.774219	8.292177	3.743403	5.378317	3.375182	6.679017	9.499480140685419	7.863556898802582	7.301659968859721	3.2913516201770654	9.63936917162928	6.62676614000498	12.18064550483965	6.086783657129871	-36.960510394581874	-24.130275050496486	1.5947717228257647	-0.06601279937031852	-0.06601279937031852	1.316586603229644	0.011206405393630114	5.276115167162274E-5	0.9445022331339851	12.18064550483965	6.086783657129871	0.008086757317717587	
560000	-48.76072996513015	-39.99793312180745	6.616761	7.899907	7.001854	0.152245	8.774219	8.292177	3.743403	5.378317	3.375182	6.679017	6.941157495722208	7.387699889538069	14.885610830937065	6.292187180942325	12.956031256103575	6.1206746340833735	8.647229608175286	4.127304720018726	-39.99793312180745	-25.579287821252482	0.003347145682977137	-0.0067918205025382485	-0.0067918205025382485	0.0851766074968135	0.46165247559352557	0.06495290611435037	0.7193993063664283	8.647229608175286	4.127304720018726	0.4244974547093483	
580000	-47.49420301123796	-38.7023205499551	6.616761	7.899907	7.001854	0.152245	8.774219	8.292177	3.743403	5.378317	3.375182	6.679017	6.081152800068044	8.119338120989845	5.534627020859902	3.8992201646331477	6.800589745242817	3.4999496844835347	12.141103675915002	2.210018799515597	-38.7023205499551	-23.393392667787875	1.2386477024083327	1.1591091200207642	1.1591091200207642	1.3533901395327084	0.007210624275715978	8.649809413425429E-4	1.2048998573459873	12.141103675915002	2.210018799515597	0.03054499571182652	
600000	-46.030379685734715	-37.14830749997683	6.616761	7.899907	7.001854	0.152245	8.774219	8.292177	3.743403	5.378317	3.375182	6.679017	6.926128732554959	7.635703960393083	5.755530224590769	6.918543627261277	5.142778733420373	7.527711586231368	0.9529128644747991	-11.915478970976563	-37.14830749997683	-22.843239832475092	0.6310566214542884	-0.3383051242193815	-0.3383051242193815	0.453263278149899	0.010602120309850967	6.242808709519965E-4	0.9436454458378746	0.9529128644747991	-11.915478970976563	0.02765795481769909	
620000	-46.854427869595696	-38.09021795440584	6.616761	7.899907	7.001854	0.152245	8.774219	8.292177	3.743403	5.378317	3.375182	6.679017	8.277282293743559	6.451136557748118	5.119102596614824	3.175224542475696	8.118474620730321	4.4425718758584525	8.602967192638038	6.3656664648109995	-38.09021795440584	-23.363636569685152	0.07685529873538297	-0.0015759879547948908	-0.0015759879547948908	0.026811320410076278	0.23541535954009887	0.0245354760998719	0.7499365954241088	8.602967192638038	6.3656664648109995	0.62539371725727	
640000	-37.87433806527802	-29.12548221498075	6.616761	7.899907	7.001854	0.152245	8.774219	8.292177	3.743403	5.378317	3.375182	6.679017	7.398678202889376	6.26335573588068	6.873944837862155	0.639944404080487	6.300637887740103	1.5126121428370833	4.444214327744622	2.565169501994828	-29.12548221498075	-17.752132754004972	2.4839150091694853	1.271064419732396	1.271064419732396	1.0362566127346342	0.08914759867925746	0.003058606328366715	0.9439936196073039	4.444214327744622	2.565169501994828	0.05644117977269518	
660000	-38.42889315844031	-29.67940650349688	6.616761	7.899907	7.001854	0.152245	8.774219	8.292177	3.743403	5.378317	3.375182	6.679017	7.291324690609948	8.214267909358748	5.022065845079486	6.5760627391124915	6.1629417899939165	7.691470892786682	3.660047346342493	7.139874554963117	-29.67940650349688	-21.477581428649952	0.1512541045841393	-0.15739209973006107	-0.15739209973006107	0.3095833609770471	0.439432743635867	0.0865655628591123	0.9050449095482581	3.660047346342493	7.139874554963117	0.3323304400725737	
680000	-42.15744149793826	-33.406413494013556	6.616761	7.899907	7.001854	0.152245	8.774219	8.292177	3.743403	5.378317	3.375182	6.679017	8.564330100861225	7.459800102758396	4.545412256654388	5.712242607621899	8.482846597460764	5.668661539731046	2.1016725129212475	7.709930807234235	-33.406413494013556	-18.435221792006423	0.46568051741105687	-0.0643474883559287	-0.0643474883559287	0.22346085651059908	0.12143590950970531	0.007905020023578726	1.1238563482612143	2.1016725129212475	7.709930807234235	0.130699232881548	
700000	-46.816178504065675	-38.05178846006899	6.616761	7.899907	7.001854	0.152245	8.774219	8.292177	3.743403	5.378317	3.375182	6.679017	6.007336755311448	4.106944007471512	6.907828091232931	2.4198995835645123	6.695940202144029	1.0718435216162554	2.4640042700356335	-1.6157586675616544	-38.05178846006899	-25.86195303937956	0.68261457830269	-0.04623247214618163	-0.04623247214618163	0.17224806206730858	0.037659324050356144	3.555091893990767E-4	0.6296771762755003	2.4640042700356335	-1.6157586675616544	0.03152070237584342	
