#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="rootPrior.location" spec="beast.math.distributions.MultivariateNormalDistribution">
#            <parameter dimension="2" id="RealParameter.02" name="mean">2.8 4.5</parameter>
#            <parameter dimension="4" id="RealParameter.03" minordimension="2" name="precision">0.001 0.0 0.0 0.001</parameter>
#            <arg id="rootTrait.location" spec="beast.evolution.tree.RootTrait">
#                <traitmap id="ttm" randomizelower="-90 -180" randomizeupper="90 180" spec="beast.app.seqgen.SimulatedTreeTraitMapPhyml" traitName="location">
#                    <tree IsLabelledNewick="true" id="tree" newick="(yilag:0.01000000,((fmimu:0.00022469,aiwdh:0.00022469):0.00065035,(eodys:0.00054818,lirbr:0.00054818):0.00032686):0.00912496)" spec="beast.util.TreeParser">
#                        <taxonset spec="beast.evolution.alignment.TaxonSet">
#                            <taxon id="yilag" spec="beast.evolution.alignment.Taxon"/>
#                            <taxon id="fmimu" spec="beast.evolution.alignment.Taxon"/>
#                            <taxon id="aiwdh" spec="beast.evolution.alignment.Taxon"/>
#                            <taxon id="eodys" spec="beast.evolution.alignment.Taxon"/>
#                            <taxon id="lirbr" spec="beast.evolution.alignment.Taxon"/>
#                        </taxonset>
#                    </tree>
#                    <parameter dimension="18" id="location.location" minordimension="2">0.0</parameter>
#                    lirbr=3.375182 6.679017, 
#eodys=3.743403 5.378317, 
#yilag=6.616761 7.899907, 
#fmimu=7.001854 0.152245, 
#aiwdh=8.774219 8.292177
#                </traitmap>
#            </arg>
#        </distribution>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution">
#        <distribution id="locationtreeLikelihood.location" reciprocalRates="true" scaleByTime="true" spec="beast.continuous.SampledMultivariateTraitLikelihood" traitParameter="@location.location" tree="@tree" useTreeLength="true">
#            <data id="location" spec="beast.evolution.alignment.AlignmentFromTraitMap" traitMap="@ttm">
#                <userDataType id="LocationDataType.0" spec="beast.evolution.datatype.LocationDataType"/>
#            </data>
#            <siteModel id="geoContSiteModel.s:location" spec="beast.evolution.sitemodel.SiteModel">
#                <substModel id="diffusionModel.s:location" spec="beast.continuous.MultivariateDiffusionModel">
#                    <parameter dimension="4" id="precisionMatrix.s:location" minordimension="2" name="precisionMatrix">0.25 0.0 0.0 0.25</parameter>
#                </substModel>
#            </siteModel>
#            <branchRateModel id="ExponentialRelaxedClock.c:location" spec="beast.evolution.branchratemodel.UCRelaxedClockModel" tree="@tree">
#                <distr id="Exponential.c:location" spec="beast.math.distributions.Exponential">
#                    <parameter id="UCExpLambda.c:location" name="mean">1.0</parameter>
#                </distr>
#                <rateCategories dimension="8" id="expRateCategories.c:location" spec="beast.core.parameter.IntegerParameter">1</rateCategories>
#                <parameter id="ucedMean.c:location" name="clock.rate">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	location.1	location.2	location.3	location.4	location.5	location.6	location.7	location.8	location.9	location.10	location.11	location.12	location.13	location.14	location.15	location.16	location.17	location.18	locationtreeLikelihood.joint	locationtreeLikelihood.data	precisionMatrix.1	precisionMatrix.2	precisionMatrix.3	precisionMatrix.4	rateStat.mean	rateStat.variance	rateStat.coefficientOfVariation	rootTrait.0	rootTrait.1	ucedMean	
1780000	-47.43485253018724	-38.63433362853284	6.616761	7.899907	7.001854	0.152245	8.774219	8.292177	3.743403	5.378317	3.375182	6.679017	6.045829198860558	8.950480024852341	4.2688972542998425	1.8151867068212364	3.8907515122142153	1.6693466392384835	6.6045503435743145	14.26209553369777	-38.63433362853284	-25.325267673846987	0.3313919885152963	-0.04594102705769166	-0.04594102705769166	0.022321221957761678	0.2254491543656747	0.038396820500945596	1.1601335614823238	6.6045503435743145	14.26209553369777	0.2075823400251622	
1800000	-52.18186967230974	-43.419897572024624	6.616761	7.899907	7.001854	0.152245	8.774219	8.292177	3.743403	5.378317	3.375182	6.679017	9.790974201121632	7.780131915850051	9.809409679093463	-0.8474857595969865	5.765436082460139	-0.2888488403514673	3.8455090417328925	-1.120179768558624	-43.419897572024624	-24.77460577100651	0.8927301369806919	0.3148394733369022	0.3148394733369022	0.5194711549895887	0.016371223082180437	6.172991886859599E-5	1.0047540864993465	3.8455090417328925	-1.120179768558624	0.02560465825200614	
1820000	-43.625450692539054	-34.86919404608989	6.616761	7.899907	7.001854	0.152245	8.774219	8.292177	3.743403	5.378317	3.375182	6.679017	7.678988088359173	8.213093977757215	5.303574765488372	5.686935034884181	5.605999932005285	6.767973302554859	2.6603257684378567	-0.1075040124137796	-34.86919404608989	-21.79185185754844	0.06018218404403688	-0.0188656871056535	-0.0188656871056535	0.08083829559245148	0.16972833096085777	0.014946563015828335	0.8770586430404153	2.6603257684378567	-0.1075040124137796	0.24500090933924226	
1840000	-41.46333310716515	-32.71104294368094	6.616761	7.899907	7.001854	0.152245	8.774219	8.292177	3.743403	5.378317	3.375182	6.679017	6.798780173920902	8.07236193322873	5.243689896582343	4.998863918837019	5.272333019164142	4.8916706427748675	3.4315631760605148	8.093990002782732	-32.71104294368094	-20.13567252682998	1.74009494819483	0.37879827358576523	0.37879827358576523	1.972116372933695	0.02445546087210732	1.6376744431432336E-4	1.0456644316512416	3.4315631760605148	8.093990002782732	0.015240221870821753	
1860000	-42.4312298987469	-33.66885345468511	6.616761	7.899907	7.001854	0.152245	8.774219	8.292177	3.743403	5.378317	3.375182	6.679017	6.4522495588538495	7.985150979581499	4.682936605998864	2.390510509653425	7.296857103651882	7.4510818448446265	7.059296093573776	8.417472926246129	-33.66885345468511	-19.82434140491155	0.5238403600811798	0.5401426685854839	0.5401426685854839	1.3035782936360003	0.0774948421339464	0.0023055037957964465	1.0663435718396534	7.059296093573776	8.417472926246129	0.042645063539294925	
1880000	-41.31552614103347	-32.56241099196043	6.616761	7.899907	7.001854	0.152245	8.774219	8.292177	3.743403	5.378317	3.375182	6.679017	6.5365446447597675	8.690901375290446	6.202466162071761	0.929012877798145	6.157466804404068	8.960372705719198	2.3258557104007536	8.339374240129542	-32.56241099196043	-17.599228563581732	0.12511507520266046	0.04094117198035985	0.04094117198035985	0.10030208829445778	0.5336899298124526	0.16222202802200097	1.296325943062425	2.3258557104007536	8.339374240129542	0.3449034708238115	
1900000	-40.08377681820868	-31.333980319603477	6.616761	7.899907	7.001854	0.152245	8.774219	8.292177	3.743403	5.378317	3.375182	6.679017	8.032443126888696	8.424769158398215	5.714650891735176	5.1393250608826975	5.178868202001621	5.6914418243028	4.736353733310837	6.6398225737054215	-31.333980319603477	-19.151083930168344	0.27352144457993083	0.22295635401537112	0.22295635401537112	1.163980638760064	0.04840058890414199	4.2385373575119686E-4	0.761255724515192	4.736353733310837	6.6398225737054215	0.07469653820497248	
1920000	-42.97660251619539	-34.1992771132774	6.616761	7.899907	7.001854	0.152245	8.774219	8.292177	3.743403	5.378317	3.375182	6.679017	8.38282957907025	8.123085257012269	3.3278421863197187	4.804647188255673	2.4376755011487967	4.831214581922096	-4.291989801599804	0.8820177298620737	-34.1992771132774	-19.004948660990873	0.03298103642350421	-0.01841557269658162	-0.01841557269658162	0.05152204236624468	0.9774432799908642	0.5326442257977483	1.0815668634318885	-4.291989801599804	0.8820177298620737	1.2299252418389148	
1940000	-49.693565335576395	-40.9337217370985	6.616761	7.899907	7.001854	0.152245	8.774219	8.292177	3.743403	5.378317	3.375182	6.679017	6.758401900087374	9.72623851489325	5.785693288954528	3.351288454344017	4.187570594510891	6.7973119220006275	3.5539639664844263	9.777693104952602	-40.9337217370985	-24.465280997347048	0.7022142964683168	0.03819084881137495	0.03819084881137495	0.04717810561332276	0.06946110739700423	0.003505453753795925	0.9226874323565446	3.5539639664844263	9.777693104952602	0.07208365701949192	
1960000	-40.78402465911032	-32.03512708996026	6.616761	7.899907	7.001854	0.152245	8.774219	8.292177	3.743403	5.378317	3.375182	6.679017	8.407729838524272	7.906395479865097	3.368305835076281	4.608257734379621	3.1140507119434657	4.862063911947145	2.38479985957853	7.021518661551312	-32.03512708996026	-18.621329401718146	0.10268275005827861	0.0834331076007523	0.0834331076007523	0.27946174300850407	0.23452093072472327	0.013080324599694207	1.0461321887297266	2.38479985957853	7.021518661551312	0.20480975146357888	
1980000	-46.7637546404574	-37.988343368427756	6.616761	7.899907	7.001854	0.152245	8.774219	8.292177	3.743403	5.378317	3.375182	6.679017	6.6157397458570255	9.778256183445672	7.976239804633886	-1.1197062219527267	6.217232588318318	0.8501196311711093	6.500804510569261	-2.2721414080683546	-37.988343368427756	-21.591953677242262	1.6882320729986204	0.4178543202305045	0.4178543202305045	0.5771089905087032	0.016560893915626942	1.6758247483136926E-4	0.9668874582057727	6.500804510569261	-2.2721414080683546	0.014638011904346694	
2000000	-40.029597634181954	-31.281172380109876	6.616761	7.899907	7.001854	0.152245	8.774219	8.292177	3.743403	5.378317	3.375182	6.679017	8.701920650528356	7.336665554709014	5.0135935815484185	4.768836931370585	6.226934363172786	5.875677402961492	4.969980920386497	5.436482870288094	-31.281172380109876	-18.89926461980538	0.4608155475894803	0.17783435045620277	0.17783435045620277	0.2941391421275533	0.2020668313068775	0.00975914403630474	1.0387066813387684	4.969980920386497	5.436482870288094	0.1007701767826148	
2020000	-40.856984565324204	-32.10326926048479	6.616761	7.899907	7.001854	0.152245	8.774219	8.292177	3.743403	5.378317	3.375182	6.679017	7.146946894718693	8.424517518916067	2.6082032856707364	5.645326050535324	2.717327113333757	5.395572506255101	6.031159620802358	6.892807221814649	-32.10326926048479	-21.068561250987074	0.03399071380406241	-0.044404274473801846	-0.044404274473801846	0.10598342138021838	0.6618135075737588	0.102035075033115	0.8265305373922531	6.031159620802358	6.892807221814649	0.3735061516625513	
2040000	-41.70779659774111	-32.95142507153503	6.616761	7.899907	7.001854	0.152245	8.774219	8.292177	3.743403	5.378317	3.375182	6.679017	7.792913743822805	8.856486229547066	4.7300059872690925	5.0658764011107085	5.0043071941084944	5.272258627615647	7.434304364968446	4.539808064992422	-32.95142507153503	-21.17121583159597	0.49527977089138014	-0.05984409854317002	-0.05984409854317002	0.4161946547890065	0.04776197311032346	7.607379498203975E-4	0.6894679217360926	7.434304364968446	4.539808064992422	0.04564060353659473	
2060000	-44.17484871411719	-35.34274513168447	6.616761	7.899907	7.001854	0.152245	8.774219	8.292177	3.743403	5.378317	3.375182	6.679017	7.592217307721851	7.124970046713196	5.958084434663693	5.095561196987348	6.540935998637089	5.586270562579519	11.893467339043237	14.000069780598448	-35.34274513168447	-24.01964995842532	0.08350852949886213	-0.07433014189706616	-0.07433014189706616	0.17260313486524925	0.17960549475961934	0.040352379065858125	0.8104096526625647	11.893467339043237	14.000069780598448	0.19080033377600497	
2080000	-39.23992332814734	-30.493270841654926	6.616761	7.899907	7.001854	0.152245	8.774219	8.292177	3.743403	5.378317	3.375182	6.679017	6.171934758269341	7.711073263706461	3.9271544745502527	3.1311351897380684	4.2444712634645505	3.568754645805309	3.6564262332693036	3.3568393337622746	-30.493270841654926	-20.705461138855945	0.65168014972963	-0.2314321117099052	-0.2314321117099052	0.31988228864986723	0.07360443773681324	0.007284884056624255	1.0878846721608308	3.6564262332693036	3.3568393337622746	0.1561701795008918	
2100000	-47.200039990560555	-38.45200475322389	6.616761	7.899907	7.001854	0.152245	8.774219	8.292177	3.743403	5.378317	3.375182	6.679017	6.83106364572223	8.547889293070135	4.010756692956804	1.9659645240973087	3.6542954624155883	5.0416915642306215	4.051974237246125	6.29954005224387	-38.45200475322389	-21.747285348477376	0.039724105157887525	0.018342530616885285	0.018342530616885285	0.021732196527415724	0.44916853690112385	0.03018478503244718	0.5680039522159601	4.051974237246125	6.29954005224387	0.3779221057405376	
2120000	-41.322117854723224	-32.57343875833249	6.616761	7.899907	7.001854	0.152245	8.774219	8.292177	3.743403	5.378317	3.375182	6.679017	7.571759375064017	6.804273881250019	5.607211686881032	5.202302051975443	6.395791196241182	5.918085844042132	3.203419450319358	2.0646859041186962	-32.57343875833249	-20.76875916202379	0.011546019279275161	6.473110876007095E-4	6.473110876007095E-4	0.004094330537443988	4.1700007966187576	6.1091961269651955	0.8812753252748067	3.203419450319358	2.0646859041186962	2.648308089822011	
2140000	-44.85107622337695	-36.10479706103311	6.616761	7.899907	7.001854	0.152245	8.774219	8.292177	3.743403	5.378317	3.375182	6.679017	6.132272280363115	7.030949907111269	4.686085411591895	5.430606578934753	6.2403292722294434	5.381782335646867	3.0848780936200986	3.3988740414943526	-36.10479706103311	-22.791882426805284	0.021506810844686936	-0.0024596480571284036	-0.0024596480571284036	0.0037483469000254978	2.1546308527448685	2.383267369871116	0.7570315916602427	3.0848780936200986	3.3988740414943526	1.8629234113586357	
2160000	-46.709602116931364	-37.918138704674604	6.616761	7.899907	7.001854	0.152245	8.774219	8.292177	3.743403	5.378317	3.375182	6.679017	7.90271948898817	6.668423155109721	5.881396136932853	2.1212791838570735	6.638148848328434	2.470826228455525	12.308654266089103	5.61697259524908	-37.918138704674604	-24.223855155249243	0.3626401361120467	-0.04352240752588638	-0.04352240752588638	0.06990195142679327	0.04025909639003527	8.660065642225815E-4	0.6061016621516879	12.308654266089103	5.61697259524908	0.05845979712126329	
2180000	-53.18330004066856	-44.39989637206247	6.616761	7.899907	7.001854	0.152245	8.774219	8.292177	3.743403	5.378317	3.375182	6.679017	9.094871652454076	5.235912190961307	6.530119285766348	2.7433771488395284	8.588609237342041	1.8952720630603308	-1.648544271831457	-2.966799869473942	-44.39989637206247	-27.695048843087793	0.5841430518205233	0.026742868708335022	0.026742868708335022	0.2840458082549011	0.01707962594358894	2.617512482468755E-4	0.8840461823834743	-1.648544271831457	-2.966799869473942	0.01649897594989836	
2200000	-36.19063882613939	-27.440993623141402	6.616761	7.899907	7.001854	0.152245	8.774219	8.292177	3.743403	5.378317	3.375182	6.679017	7.022130274980909	8.235557161380413	5.016314355217469	5.271442452601717	5.453510797991285	5.515200999569181	5.308734155563176	5.81604260939004	-27.440993623141402	-18.607514012351942	0.6157792187235109	-0.23606463095839536	-0.23606463095839536	1.1629608119612427	0.08941490279741181	0.0023992720858652086	1.0590771035523354	5.308734155563176	5.81604260939004	0.05040069613961095	
2220000	-44.80843199612866	-36.029729471160785	6.616761	7.899907	7.001854	0.152245	8.774219	8.292177	3.743403	5.378317	3.375182	6.679017	7.734592592098285	7.543917984448541	6.734764699914241	5.852204396947143	6.951221863369062	5.295341761368593	3.4135971242163627	12.609491828835113	-36.029729471160785	-21.909715549252887	0.2144925001344363	-0.1503835149941477	-0.1503835149941477	0.5189430290481754	0.07573098923284012	0.0010078207940871066	0.7305509522188477	3.4135971242163627	12.609491828835113	0.057469015383965316	
2240000	-39.47211021932663	-30.718835585159695	6.616761	7.899907	7.001854	0.152245	8.774219	8.292177	3.743403	5.378317	3.375182	6.679017	6.404077495159847	7.433940129662391	5.775737694730079	7.311707615549911	5.686609802945727	7.285202503760029	6.02569636325749	6.708950095175785	-30.718835585159695	-24.706111481222138	0.9237978953204425	0.04833919588103551	0.04833919588103551	0.6109238971661677	0.0681954792266385	0.0030270529142885716	1.1179850038511705	6.02569636325749	6.708950095175785	0.05902970467454753	
2260000	-49.49525475321873	-40.7159126786259	6.616761	7.899907	7.001854	0.152245	8.774219	8.292177	3.743403	5.378317	3.375182	6.679017	8.613264908920552	7.856425991714462	6.7021807558824396	3.4402687956003524	9.03340561027225	6.873662027827541	-2.840469605730085	10.466955758972505	-40.7159126786259	-23.31186348944725	0.6516098347983016	0.8975934650401046	0.8975934650401046	2.179353847266432	0.004308511690966891	5.681881679601785E-6	0.5597855540252273	-2.840469605730085	10.466955758972505	0.005001293406162779	
2280000	-41.09677686371384	-32.34430351234887	6.616761	7.899907	7.001854	0.152245	8.774219	8.292177	3.743403	5.378317	3.375182	6.679017	6.649655626148784	7.1730224179744235	6.8383624388454916	5.579923437441661	7.006185637571848	5.587929000835994	4.976903777378796	7.4905019463314835	-32.34430351234887	-23.871807628083364	0.8852570947758418	-0.23555743704453097	-0.23555743704453097	0.353170041215625	0.1087135746405632	0.0029194228690268614	0.7744477722310824	4.976903777378796	7.4905019463314835	0.09543337234804335	
2300000	-42.52501835282151	-33.77039572143903	6.616761	7.899907	7.001854	0.152245	8.774219	8.292177	3.743403	5.378317	3.375182	6.679017	7.719419412060774	8.328685713263384	6.500916344189111	0.6092972103519839	4.100903778407147	4.875542447284204	1.523194324148162	8.543555273285477	-33.77039572143903	-17.503159100307386	3.2792963962960755	0.6422110546040339	0.6422110546040339	1.6451812274763742	0.02506188560570547	1.2088987389212602E-4	0.9130521844653907	1.523194324148162	8.543555273285477	0.027460314166314	
2320000	-45.331442254840006	-36.571819068924796	6.616761	7.899907	7.001854	0.152245	8.774219	8.292177	3.743403	5.378317	3.375182	6.679017	5.921506708101862	7.478789262488726	5.719265463844994	1.0891589654737792	5.146925143434141	1.3019886111394063	6.379809217027917	0.6055620409176754	-36.571819068924796	-24.029020969055516	1.9190364016542187	-0.03642467671695126	-0.03642467671695126	0.8651398825969231	0.03993462075358884	0.0026561567349689423	1.1828159455162075	6.379809217027917	0.6055620409176754	0.05788785578481113	
2340000	-42.69525730528753	-33.94317004465798	6.616761	7.899907	7.001854	0.152245	8.774219	8.292177	3.743403	5.378317	3.375182	6.679017	6.912454683313276	7.149593236711891	4.8006135988404255	3.8258609455332535	4.908346670338589	4.817453759051929	5.3376046321926	1.9563032400088507	-33.94317004465798	-20.89926941861519	0.3690280992006633	0.13193702527962958	0.13193702527962958	0.2355773501396783	0.4977053401157012	0.05480202239008355	1.1073080506191808	5.3376046321926	1.9563032400088507	0.1993989434922216	
2360000	-39.370893956866034	-30.620555944111018	6.616761	7.899907	7.001854	0.152245	8.774219	8.292177	3.743403	5.378317	3.375182	6.679017	7.431305096142127	7.555934437408801	6.944876267720114	6.362939670489287	7.308953336488726	6.61737870957074	4.083365748938806	7.286450624273675	-30.620555944111018	-22.55408450239628	0.11751344341511931	0.0398745497685547	0.0398745497685547	0.3105467734999978	0.20677431860390438	0.048521803435599364	1.240580106296215	4.083365748938806	7.286450624273675	0.24148959914507276	
2380000	-47.8717935220147	-39.125294233791664	6.616761	7.899907	7.001854	0.152245	8.774219	8.292177	3.743403	5.378317	3.375182	6.679017	7.568760819604631	6.731121263955286	6.095544732933101	4.153063521469817	4.890126522715304	7.8689862388214165	4.080841806200183	4.805499477237928	-39.125294233791664	-23.35771868348256	0.5609065520710207	0.19810519679196337	0.19810519679196337	1.1452250423273649	0.010998731042186263	4.396448014580599E-5	0.7539597065750683	4.080841806200183	4.805499477237928	0.0077870097586706325	
2400000	-41.717441537251716	-32.94310161753531	6.616761	7.899907	7.001854	0.152245	8.774219	8.292177	3.743403	5.378317	3.375182	6.679017	6.9102999027067815	7.925716874669461	5.978374777058316	5.8259915155151765	8.129557293206142	5.452625564858558	10.284214487923267	5.683926580744823	-32.94310161753531	-20.443316036608604	0.9720271592122278	0.3610541568814533	0.3610541568814533	3.484105490632053	0.011318424187425909	4.661785565223867E-5	0.8307397197842825	10.284214487923267	5.683926580744823	0.010904309863683858	
2420000	-44.81325300314666	-36.04714159601201	6.616761	7.899907	7.001854	0.152245	8.774219	8.292177	3.743403	5.378317	3.375182	6.679017	8.722948092160879	8.292158851573323	2.6419201641920473	3.7717399833854204	2.2777114702129877	4.185313094027601	9.121937017820706	5.495608270881463	-36.04714159601201	-22.469658644162237	0.15455538160168805	-0.050583812503433724	-0.050583812503433724	1.9444769730937923	0.04419904193589762	0.0014302318481540508	1.1871585218091503	9.121937017820706	5.495608270881463	0.05706355483705218	
2440000	-53.6400156448643	-44.78155646207216	6.616761	7.899907	7.001854	0.152245	8.774219	8.292177	3.743403	5.378317	3.375182	6.679017	6.065890841926622	7.969344360400876	5.47532929321117	3.4511740626096965	4.28446008585465	3.876532634121391	-9.51543389612067	-4.10138144437238	-44.78155646207216	-27.717931538966642	0.3487411220690007	0.14844991918343076	0.14844991918343076	2.1952814420083357	0.005912636900005044	5.70010031132281E-6	0.6163040536807484	-9.51543389612067	-4.10138144437238	0.002834095094027666	
2460000	-50.58176810718453	-40.782888769562405	6.616761	7.899907	7.001854	0.152245	8.774219	8.292177	3.743403	5.378317	3.375182	6.679017	6.0676050842882585	6.994807212735952	7.889264464680254	7.4739311632441146	8.674494787716045	7.9786113646423376	-35.42488756429659	-20.90377836382164	-40.782888769562405	-27.279023373251412	0.40849293983781254	-0.6683998420683955	-0.6683998420683955	1.3314102954772657	0.011012748359739699	9.453620759425393E-4	1.1608657678282233	-35.42488756429659	-20.90377836382164	0.032466338166872555	
2480000	-66.09916118673135	-57.096938003784885	6.616761	7.899907	7.001854	0.152245	8.774219	8.292177	3.743403	5.378317	3.375182	6.679017	3.0999655803843282	5.433595268743989	-7.467503506420093	-4.491676462467241	-7.762695125390969	-5.8051120559201355	-18.373451860858534	-3.553981090484057	-57.096938003784885	-35.3261559683331	0.14388649044406873	-0.12213833327865442	-0.12213833327865442	0.12430887542504816	0.008019169520737997	5.497664926781577E-5	0.8809398782007583	-18.373451860858534	-3.553981090484057	0.009195889992886494	
2500000	-41.8919034383522	-33.142680203383186	6.616761	7.899907	7.001854	0.152245	8.774219	8.292177	3.743403	5.378317	3.375182	6.679017	6.681367854905897	7.928145421957919	6.373269459066458	1.645492402920425	6.453851436523823	2.9388205255606015	5.048191856808379	5.958565229958187	-33.142680203383186	-19.3430700507654	0.5882047457227655	0.056580028760103526	0.056580028760103526	0.17461001565708978	0.07194755108547192	0.0012688712292748035	0.9613698401860894	5.048191856808379	5.958565229958187	0.04227330318889069	
2520000	-41.69245652563818	-32.94263659906715	6.616761	7.899907	7.001854	0.152245	8.774219	8.292177	3.743403	5.378317	3.375182	6.679017	5.932895166809973	7.327935640031312	6.2745541574934505	6.731930489202164	5.936488836844895	6.820343857268922	3.8492322307090223	7.197086221300374	-32.94263659906715	-25.48064558321971	1.9981005333147979	-0.49344922087499854	-0.49344922087499854	0.5965206918247297	0.11340758508042849	0.003648314068563513	1.1575280272281514	3.8492322307090223	7.197086221300374	0.06234488921716647	
2540000	-44.14818834728554	-35.38380428873302	6.616761	7.899907	7.001854	0.152245	8.774219	8.292177	3.743403	5.378317	3.375182	6.679017	8.775919894856075	8.151204839653364	7.488273845542227	1.4610329382251275	6.336420937868374	6.756077678502787	5.7032165916661155	9.892101607346905	-35.38380428873302	-19.592760585240903	2.6000361471437343	1.5966676496188177	1.5966676496188177	2.4169173662807726	0.013972937175231764	5.4995564758614506E-5	0.9607187369289139	5.7032165916661155	9.892101607346905	0.025628048801837982	
2560000	-45.1673437405901	-36.42117358606131	6.616761	7.899907	7.001854	0.152245	8.774219	8.292177	3.743403	5.378317	3.375182	6.679017	6.1371752178320085	6.785226718958733	5.937315623494212	7.176329020277635	5.191439209229705	5.786243148613357	2.8536233574719203	3.464267017928564	-36.42117358606131	-23.965691192788444	0.29070600333738345	-0.19853218716047055	-0.19853218716047055	0.25281999781735126	0.06384618854848392	0.012832598364250653	1.2022483709966671	2.8536233574719203	3.464267017928564	0.11746992092072056	
2580000	-43.52414846039805	-34.775977540349245	6.616761	7.899907	7.001854	0.152245	8.774219	8.292177	3.743403	5.378317	3.375182	6.679017	9.307809219814423	6.973305097634988	5.9152089083854875	2.5592228524044507	4.950563830912957	3.6118172301111846	3.514893589760153	2.363162039375065	-34.775977540349245	-19.771584344926616	2.029753857924685	1.4541689385957426	1.4541689385957426	1.7523342320772326	0.0232712184907451	1.5536910128672563E-4	0.9667935215118277	3.514893589760153	2.363162039375065	0.01126030137697166	
2600000	-40.118620259160565	-31.368439702999005	6.616761	7.899907	7.001854	0.152245	8.774219	8.292177	3.743403	5.378317	3.375182	6.679017	6.568572212668223	7.60012048602145	4.436451057957156	5.567970763906433	3.4525060166443504	5.5823783915867375	2.761867978497385	7.515786379884342	-31.368439702999005	-18.582443193234916	0.8817845405524101	-0.4325133851916126	-0.4325133851916126	0.5869968402843118	0.04530024084621157	0.0022140851349692283	1.1402312970772615	2.761867978497385	7.515786379884342	0.0528230780029965	
2620000	-38.43843993712351	-29.689880374494088	6.616761	7.899907	7.001854	0.152245	8.774219	8.292177	3.743403	5.378317	3.375182	6.679017	7.554625928589189	7.817731715038322	2.5059950395028707	5.822391085172428	6.6119798351786	6.379606559408427	4.507403369413178	6.214411913746865	-29.689880374494088	-17.513935086141196	0.9953190455168122	0.3526534520824689	0.3526534520824689	2.0361660663520498	0.0457302732310099	4.7210233886767157E-4	0.9531930978459048	4.507403369413178	6.214411913746865	0.022720025819216203	
2640000	-38.839921454545994	-30.089836395850934	6.616761	7.899907	7.001854	0.152245	8.774219	8.292177	3.743403	5.378317	3.375182	6.679017	7.258113251606692	7.851960361627557	3.175302243857516	4.752484143147453	4.965728332972269	5.7640334005124005	4.24420979215375	7.111452600258935	-30.089836395850934	-19.8195703357854	0.4772135392024855	-0.45684208253647907	-0.45684208253647907	0.779061533549744	0.21350411223187668	0.01175783844654592	1.1004927850367703	4.24420979215375	7.111452600258935	0.12136052366136785	
2660000	-37.02062752901239	-28.267115388079038	6.616761	7.899907	7.001854	0.152245	8.774219	8.292177	3.743403	5.378317	3.375182	6.679017	6.302845747517649	6.642487937796991	5.327641261148825	6.367850627660767	5.608514913966749	6.745033004748647	5.813271071910447	7.084528686417224	-28.267115388079038	-22.44377512104405	0.2057679611109433	-0.08387118368259408	-0.08387118368259408	0.17701433751706633	0.4014141269022435	0.0797722198943005	0.9043164622170099	5.813271071910447	7.084528686417224	0.2891735633999745	
2680000	-44.82382469738377	-36.05389930480257	6.616761	7.899907	7.001854	0.152245	8.774219	8.292177	3.743403	5.378317	3.375182	6.679017	6.705213719283739	9.415956054304095	3.6696377160149782	4.084401179788551	6.274553708761237	9.19822582649078	4.358420032572486	11.293925329404177	-36.05389930480257	-20.94101154372742	0.8568755476308696	-0.1274509524210668	-0.1274509524210668	0.878718371538949	0.025095409689901364	1.3734621456893212E-4	0.7549934671735943	4.358420032572486	11.293925329404177	0.01579796056894125	
2700000	-40.015987483538304	-31.268535058388352	6.616761	7.899907	7.001854	0.152245	8.774219	8.292177	3.743403	5.378317	3.375182	6.679017	6.536195103426426	7.767159394789497	3.528446185009906	5.416721354377076	3.1360436416574644	6.671050929687994	4.585820729593145	5.171568193626868	-31.268535058388352	-18.37354552610791	0.03479088628205704	0.02333752295591836	0.02333752295591836	0.3110149692734755	0.9009875715328284	0.5839818402303072	1.1102696954621374	4.585820729593145	5.171568193626868	0.7493141705010559	
2720000	-37.803183753038574	-29.05508362567964	6.616761	7.899907	7.001854	0.152245	8.774219	8.292177	3.743403	5.378317	3.375182	6.679017	6.8358531603529205	6.974440754000454	3.909589648976111	5.72514055971427	3.3267179594360994	6.061174215513706	3.9798769448901394	6.382406526184457	-29.05508362567964	-17.13935141644743	0.1940181709470587	0.010313075172654316	0.010313075172654316	0.045845038310838825	0.38667819282561217	0.07288187094629076	0.804802520038143	3.9798769448901394	6.382406526184457	0.5651208215270436	
2740000	-45.7315386846486	-36.97460898741559	6.616761	7.899907	7.001854	0.152245	8.774219	8.292177	3.743403	5.378317	3.375182	6.679017	6.834901695748576	7.5703568979153495	3.812175501118315	5.462132068998481	1.843033019854119	7.904209794513115	-0.9562223703213086	7.412987673804235	-36.97460898741559	-20.997347667112663	2.2888452740977807	1.238269642367789	1.238269642367789	1.1442427740795529	0.03026444004911577	3.154317477968645E-4	1.1584415137474324	-0.9562223703213086	7.412987673804235	0.01869663985697269	
